Time (s), Percentage Displayed
0.016020, 10.067073
0.056126, 10.067073
0.089220, 10.849281
0.122303, 11.378794
0.155406, 11.127994
0.187505, 12.091548
0.220562, 12.038160
0.253677, 11.988824
0.287744, 12.937712
0.320830, 13.233112
0.353949, 12.437997
0.387005, 13.046888
0.420117, 13.312827
0.453182, 13.262838
0.486295, 13.576296
0.520387, 13.607530
0.553447, 13.598462
0.586536, 12.969878
0.619623, 12.181009
0.652711, 12.382905
0.686822, 11.699007
0.719891, 11.610051
0.752978, 11.882432
0.786093, 10.790974
0.819153, 10.451584
0.853254, 10.568196
0.887343, 10.574176
0.920456, 10.469290
0.952525, 10.952937
0.985606, 10.669931
1.018691, 10.779457
1.051781, 11.207413
1.084901, 11.019326
1.117955, 11.314637
1.151070, 11.446991
1.184132, 12.194652
1.217220, 12.362958
1.250307, 11.969884
1.283395, 12.310265
1.316483, 12.393685
1.348569, 12.409969
1.381656, 12.278331
1.414747, 12.131483
1.447842, 11.159172
1.480921, 11.841554
1.514007, 11.632776
1.547128, 11.611809
1.580185, 11.291858
1.613271, 11.613159
1.646361, 11.956355
1.679450, 11.218897
1.711540, 11.061448
1.744621, 11.009424
1.777708, 10.918253
1.810829, 10.839826
1.843886, 10.761337
1.876973, 10.636175
1.910060, 10.527905
1.943175, 10.784515
1.976264, 10.581815
2.009351, 10.373721
2.043415, 10.187247
2.075535, 11.210894
2.108620, 11.251905
2.142680, 10.973060
2.175769, 11.556191
2.208884, 11.517526
2.242948, 11.348847
2.276054, 11.724409
2.310124, 11.895430
2.343231, 11.944843
2.377334, 12.091676
2.411395, 13.104938
2.443510, 13.740543
2.476593, 13.486907
2.510659, 13.718362
2.543755, 14.691552
2.576833, 13.827288
2.610940, 13.450935
2.644014, 13.669952
2.677108, 13.481081
2.711195, 13.446635
2.744277, 14.307453
2.778404, 15.044636
2.811458, 15.295257
2.843543, 15.033948
2.876630, 15.131513
2.909720, 14.032039
2.942806, 14.285192
2.975901, 14.002089
3.008982, 13.681804
3.042070, 13.090645
3.075159, 12.750397
3.108279, 12.750397
3.141367, 12.472891
3.174422, 12.905529
3.206506, 12.934620
3.239598, 12.485398
3.272683, 11.248461
3.305772, 11.224814
3.338865, 11.777400
3.371947, 12.049581
3.405035, 12.403253
3.438124, 12.237903
3.471211, 12.195648
3.504299, 11.997562
3.537388, 11.447795
3.570475, 11.986712
3.602560, 12.294839
3.635649, 12.440838
3.668736, 11.578439
3.701823, 11.844162
3.734912, 11.468111
3.768001, 11.467055
3.801087, 11.276195
3.834176, 10.802576
3.867264, 10.410727
3.901354, 10.191323
3.934443, 9.632939
3.966527, 10.117001
3.999617, 10.515594
4.032703, 10.805637
4.065804, 10.638433
4.098880, 10.638433
4.132975, 10.714750
4.166058, 12.106758
4.199146, 12.048594
4.232234, 12.048594
4.265323, 12.500649
4.298409, 13.141335
4.331498, 13.141335
4.363583, 13.734652
4.396671, 13.734652
4.429767, 14.080977
4.463883, 14.080977
4.496938, 13.950757
4.531028, 13.655552
4.564126, 12.991359
4.597205, 12.852593
4.630293, 11.739351
4.663380, 11.340802
4.696468, 11.599006
4.729582, 11.222361
4.762670, 11.713297
4.795753, 11.490063
4.829824, 11.414679
4.862911, 10.914039
4.896000, 11.642391
4.929087, 11.555148
4.962174, 11.581998
4.995264, 11.911719
5.028350, 12.162301
5.061440, 12.480487
5.093524, 12.937208
5.127614, 13.191336
5.160702, 13.098362
5.193808, 13.432742
5.226878, 13.234493
5.259966, 12.401687
5.293054, 12.270617
5.326142, 11.666165
5.359230, 11.687678
5.392318, 11.162186
5.425406, 10.933068
5.459497, 10.879068
5.491582, 10.693898
5.525672, 10.732474
5.558760, 10.952663
5.591875, 10.948581
5.624936, 11.061036
5.658025, 11.443864
5.691112, 11.373497
5.724201, 11.746635
5.757322, 11.773962
5.790385, 12.335103
5.823465, 12.723564
5.855550, 12.623238
5.888663, 12.721185
5.921725, 12.918231
5.954845, 13.114310
5.987904, 13.819180
6.021021, 13.198013
6.054110, 13.336780
6.087197, 13.010267
6.120253, 12.561202
6.153342, 12.462115
6.186429, 12.344104
6.218541, 11.735345
6.251605, 12.173103
6.285704, 11.622444
6.318781, 11.495360
6.351871, 11.551297
6.384957, 11.705528
6.418045, 11.465560
6.451134, 11.354207
6.484221, 10.475647
6.517310, 10.802863
6.550397, 10.335450
6.583493, 10.447137
6.615570, 10.382937
6.648690, 10.310544
6.681746, 10.278896
6.714835, 10.381880
6.747948, 10.110943
6.781010, 10.539222
6.814098, 10.812549
6.847188, 11.259657
6.881277, 11.353507
6.914394, 11.387739
6.947453, 11.566474
6.979539, 12.064474
7.012653, 11.959704
7.046749, 12.571225
7.079835, 12.278194
7.113895, 12.238290
7.147019, 12.823317
7.181073, 13.395126
7.215166, 13.101731
7.248287, 13.588210
7.281366, 13.542781
7.314428, 13.342254
7.346513, 13.014285
7.379613, 12.915676
7.412689, 13.014063
7.445777, 13.016021
7.478865, 12.464228
7.511954, 12.570350
7.545043, 12.009069
7.578131, 11.868213
7.612225, 12.139450
7.645307, 11.544071
7.678396, 10.578332
7.711483, 10.772703
7.743595, 10.520329
7.776677, 10.353279
7.809745, 10.072464
7.842832, 10.549645
7.875922, 10.164487
7.909009, 9.733198
7.942097, 9.776485
7.975184, 9.973042
8.008273, 10.227941
8.041360, 10.278632
8.074481, 10.230309
8.106534, 10.569665
8.139625, 11.010028
8.173711, 11.014192
8.206820, 12.188862
8.240900, 12.452955
8.273980, 12.565555
8.307066, 13.396458
8.340155, 13.125562
8.373242, 12.903455
8.407345, 13.069692
8.440423, 12.906915
8.472507, 12.909165
8.505595, 13.242648
8.538682, 13.261432
8.571770, 13.261432
8.604858, 12.851959
8.638948, 12.909749
8.672068, 11.794092
8.705158, 11.395518
8.738212, 11.518822
8.771300, 11.305199
8.804389, 11.002529
8.838510, 11.318095
8.872571, 11.389493
8.905659, 11.812639
8.938745, 11.772943
8.971833, 12.078607
9.004922, 11.727278
9.038011, 11.711973
9.072101, 11.747049
9.105208, 12.264897
9.138277, 12.109327
9.171364, 12.297629
9.204463, 12.558656
9.237557, 12.329370
9.270627, 11.851245
9.304718, 12.050709
9.337815, 11.801792
9.370894, 11.461681
9.403982, 10.916124
9.437070, 11.061691
9.470158, 10.518481
9.503246, 10.649101
9.536334, 10.577415
9.569424, 10.195406
9.601508, 9.875946
9.635599, 9.946261
9.668687, 9.795642
9.701789, 9.637878
9.734862, 9.570023
9.767950, 9.497077
9.801063, 9.109573
9.834159, 9.512034
9.867245, 9.600421
9.900338, 9.722415
9.933391, 9.876198
9.966479, 9.950978
9.998567, 10.024049
